[Header]
Application Name,LabSolutions
Version,5.97 SP1
Data File Name,C:\Users\cremerlab\Desktop\griffin\2021-03-26_calibration\2021-03-26_calibration_3262021_005_014.lcd
Output Date,3/27/2021
Output Time,3:49:40 AM

[File Information]
Type,Data File
Generated,3/27/2021 3:09:20 AM
Generated by,System Administrator
Modified,3/27/2021 3:49:40 AM
Modified by,System Administrator

[Sample Information]
Operator Name,System Administrator
Acquired,3/27/2021 3:09:39 AM
Sample Type,1:Standard
Level,5
Sample Name,2021-03-18_REL606_turnover_timepoint_005
Sample ID,005
ISTD Amount1,1
ISTD Amount2,1
ISTD Amount3,1
ISTD Amount4,1
ISTD Amount5,1
ISTD Amount6,1
ISTD Amount7,1
ISTD Amount8,1
ISTD Amount9,1
ISTD Amount10,1
ISTD Amount11,1
ISTD Amount12,1
ISTD Amount13,1
ISTD Amount14,1
ISTD Amount15,1
ISTD Amount16,1
ISTD Amount17,1
ISTD Amount18,1
ISTD Amount19,1
ISTD Amount20,1
ISTD Amount21,1
ISTD Amount22,1
ISTD Amount23,1
ISTD Amount24,1
ISTD Amount25,1
ISTD Amount26,1
ISTD Amount27,1
ISTD Amount28,1
ISTD Amount29,1
ISTD Amount30,1
ISTD Amount31,1
ISTD Amount32,1
Sample Amount,1
Dilution Factor,1
Vial#,14
Injection Volume,20

[Original Files]
Data File,C:\Users\cremerlab\Desktop\griffin\2021-03-26_calibration\2021-03-26_calibration_3262021_005_014.lcd
Method File,C:\LabSolutions\Data\Project1\organicacidsetc2.lcm
Batch File,C:\Users\cremerlab\Desktop\griffin\2021-03-26_calibration\2021-03-26_calibration.lcb
Report Format File,c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name,HPLC-PC-Instrument1
Instrument #,1
Line #,1
# of Detectors,2
Detector ID,Detector A,Detector B
Detector Name,Detector A,Detector B
# of Channels,1,1

[LC Chromatogram(Detector B-Ch1)]
Interval(msec),500
# of Points,4801
Start Time(min),0.000
End Time(min),40.000
Intensity Units,mV
Intensity Multiplier,0.001
R.Time (min),Intensity
0.00000,-0
0.00833,-0
0.01667,0
0.02500,1
0.03333,1
0.04167,1
0.05000,1
0.05833,1
0.06667,1
0.07500,1
0.08333,1
0.09167,1
0.10000,1
0.10833,1
0.11667,1
0.12500,1
0.13333,1
0.14167,1
0.15000,1
0.15833,1
0.16667,1
0.17500,2
0.18333,2
0.19167,2
0.20000,2
0.20833,2
0.21667,2
0.22500,2
0.23333,2
0.24167,2
0.25000,2
0.25833,2
0.26667,2
0.27500,2
0.28333,2
0.29167,2
0.30000,2
0.30833,1
0.31667,2
0.32500,2
0.33333,2
0.34167,1
0.35000,1
0.35833,1
0.36667,2
0.37500,2
0.38333,2
0.39167,2
0.40000,2
0.40833,3
0.41667,3
0.42500,3
0.43333,3
0.44167,3
0.45000,3
0.45833,4
0.46667,4
0.47500,3
0.48333,3
0.49167,3
0.50000,4
0.50833,4
0.51667,4
0.52500,4
0.53333,4
0.54167,4
0.55000,4
0.55833,4
0.56667,4
0.57500,4
0.58333,4
0.59167,4
0.60000,4
0.60833,4
0.61667,4
0.62500,4
0.63333,4
0.64167,4
0.65000,4
0.65833,4
0.66667,3
0.67500,3
0.68333,3
0.69167,3
0.70000,3
0.70833,3
0.71667,3
0.72500,3
0.73333,3
0.74167,3
0.75000,3
0.75833,2
0.76667,2
0.77500,2
0.78333,3
0.79167,3
0.80000,3
0.80833,3
0.81667,3
0.82500,3
0.83333,3
0.84167,3
0.85000,4
0.85833,4
0.86667,4
0.87500,4
0.88333,4
0.89167,4
0.90000,4
0.90833,4
0.91667,4
0.92500,5
0.93333,5
0.94167,4
0.95000,4
0.95833,4
0.96667,4
0.97500,4
0.98333,4
0.99167,4
1.00000,5
1.00833,5
1.01667,5
1.02500,5
1.03333,4
1.04167,4
1.05000,4
1.05833,4
1.06667,4
1.07500,4
1.08333,4
1.09167,4
1.10000,4
1.10833,4
1.11667,4
1.12500,4
1.13333,4
1.14167,5
1.15000,5
1.15833,4
1.16667,4
1.17500,4
1.18333,4
1.19167,4
1.20000,4
1.20833,4
1.21667,4
1.22500,4
1.23333,4
1.24167,4
1.25000,4
1.25833,4
1.26667,4
1.27500,4
1.28333,5
1.29167,5
1.30000,5
1.30833,5
1.31667,5
1.32500,5
1.33333,5
1.34167,4
1.35000,4
1.35833,4
1.36667,4
1.37500,3
1.38333,3
1.39167,3
1.40000,4
1.40833,4
1.41667,4
1.42500,4
1.43333,4
1.44167,4
1.45000,4
1.45833,4
1.46667,4
1.47500,4
1.48333,4
1.49167,4
1.50000,4
1.50833,4
1.51667,4
1.52500,5
1.53333,5
1.54167,5
1.55000,5
1.55833,5
1.56667,6
1.57500,6
1.58333,6
1.59167,6
1.60000,6
1.60833,6
1.61667,6
1.62500,6
1.63333,6
1.64167,6
1.65000,7
1.65833,7
1.66667,7
1.67500,7
1.68333,7
1.69167,7
1.70000,7
1.70833,6
1.71667,6
1.72500,6
1.73333,6
1.74167,7
1.75000,7
1.75833,7
1.76667,7
1.77500,7
1.78333,7
1.79167,7
1.80000,7
1.80833,7
1.81667,7
1.82500,7
1.83333,7
1.84167,7
1.85000,7
1.85833,8
1.86667,8
1.87500,8
1.88333,8
1.89167,8
1.90000,8
1.90833,8
1.91667,8
